isin,ticker,name,issuer,index_tracked,replication,ter,source_url
FR0010791194,,AMUNDI ETF SHT USA,Amundi Asset Management,MSCI USA Short Daily,,0.35%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011041334,,AMUNDI ETF CAC MID,Amundi Asset Management,CAC Mid 60,,0.5%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011440478,,AMUNDI MSCI EM PEA,Amundi Asset Management,MSCI EM EMEA Ex-Egypt ESG,,0.55%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011550185,,BNPP SP500 EUR C,BNP PARIBAS ASSET MANAGEMENT Europe,S&P 500 Net TR,,0.03%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011550193,,BNPP Stoxx 600C,BNP PARIBAS ASSET MANAGEMENT Europe,Stoxx Europe 600 TR,,0.08%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011869270,,AMUNDI DJIA PEA,Amundi Asset Management,S&P 500 Sstnbl Industrials,,0.5%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011869304,,AM IMMO EUR PEA,Amundi Asset Management,FTSE EPRA/NAREIT Dvp Europ NTR,,0.4%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011869312,,AM ASIP EXJ PEA,Amundi Asset Management,MSCI AC Asia Pacific ex Japan,,0.6%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011869320,,AMUNDI INDIA PEA,Amundi Asset Management,MSCI India,,0.85%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011871078,,AMUNDI Chine PEA,Amundi Asset Management,MSCI China ESG Leaders Select,,0.65%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011871110,,L PEA NASD100 UE CA,Amundi Asset Management,NASDAQ-100 Net Total Return,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011871128,,AMUNDI SP500 PEA,Amundi Asset Management,S&P 500 Net Total Return,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011871136,,AM PEA SP5H EUR,Amundi Asset Management,S&P 500 Daily Hedged Euro,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0011882364,,AMUNDI W WATER PEA,Amundi Asset Management,MSCI ACWI IMI Water Custom Net,,0.6%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0012739431,,BNPP EUROSTOXX50 C,BNP PARIBAS ASSET MANAGEMENT Europe,EURO STOXX 50,,0.06%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013041530,,BNPP SP500 EURH C,BNP PARIBAS ASSET MANAGEMENT Europe,S&P 500 Daily Euro Hedged,,0.03%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013346681,,AMUNDI PEA OBLI,Amundi Asset Management,FTSE MTS EU Gov Bond IG,,0.4%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013411980,,AMUNDI PEA TOPIX,Amundi Asset Management,TOPIX,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013411998,,AMUNDI PEA TOPIX H,Amundi Asset Management,TOPIX,,0.48%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412004,,AMUNDI PEA EM ALAT,Amundi Asset Management,MSCI EM LATAM ESG Leaders,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412012,,AMUNDI PEA EM ASIA,Amundi Asset Management,MSCI EM Asia ESG Leaders,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412020,,AMUNDI PEA MSCI EM,Amundi Asset Management,MSCI EM ex Egypt ESG Leaders,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412038,,AMUNDI PEA EUROPE,Amundi Asset Management,MSCI Europe,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412269,,AMUNDI PEA NASDAQ,Amundi Asset Management,Solactive ISS ESG US Tech 100,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412285,,AMUNDI PEA SP500,Amundi Asset Management,S&P 500 ESG+ Index,,0.25%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR0013412293,,AMUNDI PEA SP500 H,Amundi Asset Management,S&P 500 ESG+ Index,,0.28%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR001400KE06,,Am PEA US ConsStpl,Amundi Asset Management,S&P Sust Enhanced Cons Staples,,0.5%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
FR001400KH45,,AM PEA USA Value,Amundi Asset Management,MSCI USA IMI Value ESGLowCarb,,0.5%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
IE00B4K6B022,,HSBC EUROSTX50 ETF,HSBC Investment Funds (Luxembourg) S.A.,EURO STOXX 50,,0.05%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
IE00B5M1WJ87,,SPDR EUR DIV ARIST,State Street Global Advisors Europe Limited,S&P Euro HY Div Index,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
IE00B910VR50,,SPDR MSCI EMU,State Street Global Advisors Europe Limited,MSCI EMU Index,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
IE00BFTWP510,,SPDR EURO LV,State Street Global Advisors Europe Limited,EUROSTOXX LowRisk Weighted100,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
IE00BKX55S42,,VANGUARD FTSE DE,Vanguard Group (Ireland) Limited,FTSE Developed Europ ex UK Ind,,0.1%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0136234068,,UBS ETF E50EUA,UBS Fund Management (Luxembourg) S.A.,EURO STOXX 50,,0.09%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0252633754,,AMUNDI ETF DAX,Amundi Luxembourg S.A.,DAX,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0252634307,,AMUNDI ETF LEVDAX,Amundi Luxembourg S.A.,LevDAX,,0.4%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0599613147,,OSSIAM EURP EQUI W,OSSIAM,STOXX EUROPE 600 Equal Weight,,0.35%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0629460675,,UBS ETF ESREUA,UBS Fund Management (Luxembourg) S.A.,MSCI EMU SRI Low Carbon 5% IC,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU0908501058,,AMUNDI COR STOX300,Amundi Luxembourg S.A.,MSCI EMU ESG Broad Select NTR,,0.05%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1079842321,,OSSIAM ETF CAPE EU,OSSIAM,Sh. Brcl CAPE EurSectValNRInd,,0.65%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1327051279,,AMUNDI 2XSHRTSP500,Amundi Asset Management,S&P 500 2X Inverse Daily Index,,0.6%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1377381717,,BNPP LowVol EU ESG,BNP Paribas Asset Management Luxembourg,BNPP LOW VOL EUROPE ESG NTR,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1377382012,,BNPP Moment EU ESG,BNP Paribas Asset Management Luxembourg,BNPP MOMENTUM EUROPE ESG NTR,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1377382103,,BNPP Quali EU ESG,BNP Paribas Asset Management Luxembourg,BNPP QUALITY EUROPE ESG NTR,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1377382285,,BNPP Value EU ESG,BNP Paribas Asset Management Luxembourg,BNPP VALUE EUROPE ESG NTR,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1598688189,,AMUNDI EMU GROWTH,Amundi Luxembourg S.A.,MSCI EMU Growth Net Return EUR,,0.35%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1598689153,,AMUNDI SMALL CAP,Amundi Luxembourg S.A.,MSCI EMU Small Cap NR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1598690169,,AMUNDI EMU VALUE,Amundi Luxembourg S.A.,MSCI EMU Value NR,,0.4%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1603797074,,IQ EMU SRI,Candriam,Solactive Candriam EMU SRI,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1615090864,,BNPP EQDEU ESG,BNP Paribas Asset Management Luxembourg,BNPP HIGH DIVIDEND EU ESG NTR,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1646360971,,AMUNDI Core EMU,Amundi Luxembourg S.A.,MSCI EMU Net Return EUR Index,,0.12%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681037518,,AMUNDI ETF MIB,Amundi Luxembourg S.A.,MIB ESG Index,,0.08%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681038672,,AMUNDI RUSSEL 2K,Amundi Luxembourg S.A.,Russell 2000,,0.25%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681042864,,AMUNDI ETF MSCI US,Amundi Luxembourg S.A.,MSCI USA ESG LEADERS SELECT 5%,,0.18%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681043599,,AMUNDI ETF MSCI WR,Amundi Luxembourg S.A.,MSCI World,,0.28%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681046931,,AMUNDI ETF CAC 40,Amundi Luxembourg S.A.,CAC 40 ESG,,0.15%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1681047236,,AMUNDI ETF ES50 C,Amundi Luxembourg S.A.,EURO STOXX 50,,0.05%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1812092168,,AMUNDI STX EU SDIV,Amundi Luxembourg S.A.,STOXX Europe Select Div 30,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1829219390,,AMUNDI EUR STXBNK,Amundi Luxembourg S.A.,EURO STOXX Banks Net Return EU,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834983394,,LYXOR STX 600 AUTO,Amundi Asset Management,STX EU 600 Auto&parts NR EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834983477,,AMUNDI STX EU BANK,Amundi Asset Management,STOXX EU 600 Banks NetR EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834983550,,AMUNDI ST EU BA RE,Amundi Luxembourg S.A.,STX EU 600 BAS RES NR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834983634,,AMUNDI STX600 BMAT,Amundi Asset Management,AMUNDI STX600 BASIC MATERIALS,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834983808,,LYXOR STX600 CONMA,Amundi Asset Management,STX EU600 Constru&Mater NR EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834984798,,LYXOR STX 600 FIN,Amundi Asset Management,STX EU 600 Fin Services NR EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834985845,,AMUNDI STX600 CONS,Amundi Luxembourg S.A.,AMUNDI STX600 CONSUMER STAPLES,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834986900,,AMUNDI ST EU HLTHC,Amundi Luxembourg S.A.,STOXX EU 600 Healthcare NR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834987890,,AMUNDI STX600 INDU,Amundi Luxembourg S.A.,STOXX EUR 600 IND INDUSTRIALS,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834987973,,AMUNDI STX 600 INS,Amundi Luxembourg S.A.,STOXX EU 600 Insurance NR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988195,,LYXOR STOXX EUROPE 600 MEDIA UCITS ETF - ACC,Amundi Asset Management,STOXX Eu 600 Media Net Ret EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988351,,LYXOR STX600 GOODS,Amundi Asset Management,STXEU600 Perso&House Goods NR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988435,,LYXOR STOXX EUROPE 600 RETAIL UCITS ETF - ACC,Amundi Asset Management,STX EU 600 Retail NR EUR,,0.3%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988518,,AMUNDI STX EU TECH,Amundi Luxembourg S.A.,STOXX EU 600 Tech NR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988609,,AMUNDI STX EU TELE,Amundi Luxembourg S.A.,STX EU 600 TELECOM NetR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988781,,AMUNDI STX600 TRAV,Amundi Luxembourg S.A.,AMUNDI STX600 CONSUMER DISCRET,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1834988864,,AMUNDI ST EU UTILI,Amundi Luxembourg S.A.,STX EU 600 Utilities NetR EUR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU1847674733,,Os BLM (EUR),OSSIAM,EURPABNL:IND,,0.17%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU2109787635,,AMUNDI EESG ETF,Amundi Luxembourg S.A.,MSCI EMU SRI filtered PAB Ind,,0.08%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU2182388582,,AMUNDI EURZ CLIMPA,Amundi Luxembourg S.A.,MSCI EMU Climate Paris Aligned,,0.08%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
LU2195226068,,AMUNDI EUROZONEPAB,Amundi Luxembourg S.A.,S&P Paris-Aligned Climate NTR,,0.2%,https://raw.githubusercontent.com/corentinbouton/ETF-scrapper/main/data/ETFs_20-07-24.xlsx
BG9000011163,,EXPAT BULGARIA SOFIX UCITS ETF,Expat Asset Management,,,,https://raw.githubusercontent.com/majordomef-sudo/pea-comparator/main/etf-data.js
